question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1739,583,Which AWS services or features enable a user to establish a network connection from on premises to the AWS Cloud? (Select TWO.),AWS Direct Connect,AWS Snowball,Amazon S3,VPN connection,,AD,
1651,584,"A company wants to build a new architecture with AWS services. The company needs to compare service costs at various scales. Which AWS service, tool, or feature should the company use to meet this requirement?",AWS Compute Optimizer,AWS Pricing Calculator,AWS Trusted Advisor,Cost Explorer rightsizing recommendations,,B,
1760,585,"According to the AWS shared responsibility model, the customer is responsible for maintaining:",physical access to the AWS network.,the patching of the host operating system.,data encryption in Amazon S3.,the operating system for Amazon DynamoD,,C,
1291,586,Which AWS cloud architecture principle slates that systems should reduce interdependences?,Scalability,Services not servers,Removing single points of failure,Loose coupling,,D,
1561,587,Which AWS service or tool provides information about the utilization of Reserved Instances?,AWS Systems Manager,Cost Explorer,AWS Config2,Amazon CloudWatch,,D,
1740,588,Which AWS services are managed database services? (Select TWO.),Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon DynamoDB,Amazon RDS,,CD,
1743,589,How does AWS Cloud computing help businesses reduce costs? (Select TWO.),AWS charges the same prices for services in every AWS Region.,AWS enables capacity to be adjusted on demand.,AWS offers discounts for Amazon EC2 instances that remain idle for more than 1 week.,AWS does not charge for data sent from the AWS Cloud to the internet.,,BD,
1749,590,What does the concept of agility mean in AWS Cloud computing? (Select TWO.),The speed at which AWS resources are implemented,The speed at which AWS creates new AWS Regions,The ability to experiment quickly,The elimination of wasted capacity,,AC,
1842,591,"A global company has a mobile app with static data stored in an Amazon S3 bucket in the us-east-1 Region. The company serves the content through an Amazon CloudFront distribution The company is launching the mobile app In South Africa The data must reside in the af south 1 Region The company does not want to deploy a specific, mobile client for South Africa What should the company do to meet these requirements?",Use the CloudFront geographic restriction feature to block access to users in South Africa,Create a Lambda@Edge function Associate the Lambda@Edge function as an origin request trigger with the CloudFront distribution to change the S3 origin Region,Create a Lambda@Edge function. Associate the Lambda@Edge function as a viewer response trigger with the CloudFront distribution to change the S3 origin Region,Include af-south-1 in the alternate domain name (CNAME) of the CloudFront distribution,,B,
1344,592,What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?,It simplifies relational database administration tasks.,It provides 99.99999999999% reliability and durability.,It automatically scales databases for loads.,It enabled users to dynamically adjust CPU and RAM resources.,,A,
1345,593,Which guideline is a well-architected design principle for building cloud applications?,Keep static data closer to compute resources.,Provision resources for peak capacity.,Design for automated recovery from failure.,Use tightly coupled components,,C,
1467,594,"A company with AWS Enterprise Support has questions about its consolidated bill. Which AWS service, feature, or tool should the company use for assistance?",AWS Pricing Calculator,AWS Concierge Support,AWS Trusted Advisor,AWS Budgets,,B,
1768,595,Which of the following are features of network ACLs as they are used in the AWS Cloud? (Select TWO.),They are stateless.,They are stateful.,They evaluate all rules before allowing traffic.,"They process rules in order, starting with the lowest numbered rule, when deciding whether to allow traffic.",,BD,
1771,596,Which of the following are among the five pillars of the AWS Well-Architected Framework? (Select TWO.),High availability,Performance efficiency,Cost optimization,Going global In minutes,,BC,
1761,597,"Which AWS service should a cloud practitioner use to receive real-time guidance for provisioning resources, based on AWS best practices related to security, cost optimization, and service limits?",AWS Trusted Advisor,AWS Config,AWS Security Hub,AWS Systems Manager,,A,
1778,598,A company's IT administrator needs to configure the AWS CLI for programmatic access to AWS Cloud services for the company's employees. Which credential components must the IT administrator use to meet this requirement? (Select TWO.),A public key,A secret access key,An IAM role,An access key ID,,DE,
1779,599,Which tasks require the use of AWS account root user credentials? (Select TWO.),Configure multi-factor authentication (MFA) delete for an Amazon S3 bucket.,Create an IAM administrator access policy.,Open a support ticket with AWS to request an increase to service quotas.,Change an AWS Support plan.,,BD,
1694,600,Which AWS benefit is demonstrated by on-demand technology services that enable companies to replace upfront fixed expenses with variable expenses7,High availability,Economies of scale,Pay-as-you-go pricing,Global reach,,C,
1252,601,Which of the following can be used to describe infrastructure as code in the AWS Clouds?,AWS CLI,AWS CloudFormation,AWS CodeDeploy,AWS Amplify,,B,
1654,602,"A company has existing software licenses thai it wants to bring to AWS, but the licensing model requires licensing physical cores. How can the company meet this requirement in the AWS Cloud?",Launch an Amazon EC2 instance with default tenancy.,Launch an Amazon EC2 instance on a Dedicated Host.,Create an On-Demand Capacity Reservation.,Purchase Dedicated Reserved Instances.,,B,
1433,603,A company wants to deploy and manage a Docker-based application on AWS. Which solution meets these requirements with the LEAST amount of operational overhead?,An open-source Docker orchestrator on Amazon EC2 instances,AWS AppSync,Amazon Elastic Container Registry (Amazon ECR),Amazon Elastic Container Service (Amazon ECS),,A,
1370,604,A user must meet compliance and software licensing requirements that state a workload must be hosted on a physical server. When Amazon EC2 instance pricing option will meet these requirements?,Dedicated Hosts,Dedicated Instances,Spot Instances,Reserved Instances,,A,
1427,605,Which AWS service provides a view of the health of the specific services that a company is using in its AWS account?,AWS Service Health Dashboard,Amazon QuickSight,AWS Personal Health Dashboard,AWS CloudTrail,,C,
1801,606,A developer is creating an AWS Lambda function that generates a new file each time it runs Each new file must be checked into an AWS CodeCommit repository hosted in the same AWS account How should the developer accomplish this?,"When the Lambda function starts, use the Git CLI to clone the repository Check the new file into the cloned repository and push the change.","After the new file is created in Lambda, use cURL to invoke the CodeCommit API Send the file to the repository.",Use an AWS SDK to instantiate a CodeCommit client Invoke the put_file method to add the file to the repository,"Upload the new file to an Amazon S3 bucket Create an AWS Step Function to accept S3 events In the Step Function, add the new file to the repository",,C,
1788,607,"Which tasks are the customer's responsibility, according to the AWS shared responsibility model? (Select TWO.)",Establish the global infrastructure.,Perform client-side data encryption.,Configure IAM credentials.,Secure edge locations.,,BC,
1791,608,Which AWS services or tools can help optimize the costs of AWS resources? (Select TWO.),AWS Trusted Advisor,AWS CloudTrail,AWS Personal Health Dashboard,AWS Pricing Calculator,,DE,
1793,609,A developer has a stateful web server on-premises that is being migrated to AWS. The developer must have greater elasticity in the new design How should the developer re-factor the application to make it more elastic? (Select TWO.),Use pessimistic concurrency on Amazon DynamoDB,Use Amazon CloudFront with an Auto Scaling group.,Use Amazon CloudFront with an AWS Web Application Firewall,Store session state data m an Amazon DynamoDB table.,,DE,
1794,610,"A company has a two-tier application running on an Amazon EC2 server that handles all of its AWS based e-commerce activity. During peak times, the backend servers that process orders are overloaded with requests This results in some orders falling to process A developer needs to create a solution that will re factor the application Which steps will allow for more flexibility during peak times, while still remaining cost-effective? (Select TWO.)",Increase the backend T2 EC2 instance sizes to xi to handle the largest possible load throughout the year,Implement an Amazon SQS queue to decouple the front-end and backend servers.,Use an Amazon SNS queue to the couple the front-end and backend servers,Migrate the backend servers to on-premises and pull from an Amazon SNS queue,,BE,
1802,611,A company is using an AWS Lambda function to process records from an Amazon Kinesis data stream The company recently observed slow processing of the records .A developer notices that the iterator age metric for the function is increasing and that the Lambda run duration is constantly above normal. Which actions should the developer take to increase the processing speed? (Select TWO.),Increase the number of shards of the Kinesis data stream.,Decrease the timeout of the Lambda function,Increase the memory that is allocated to the Lambda function,Decrease the number of shards of the Kinesis data stream,,AC,
1734,612,"A company does not want to rely on elaborate forecasting to determine its usage of compute resources. Instead, the company wants to pay only for the resources that it uses. The company also needs the ability to increase or decrease its resource usage to meet business requirements. Which pillar of the AWS Well-Architected Framework aligns with these requirements?",Operational excellence,Security,Reliability,Cost optimization,,A,
1699,613,Which task is an AWS responsibility when a workload is running in Amazon RDS?,Creating the database table,Updating the database schema,Installing the database engine,Dropping the database records,,C,
1809,614,A developer uses a single AWS CloudFormation template to configure the test environment and the production environment for an application The developer handles environment-specific requirements in the CloudFormation template. The developer decides to update the Amazon EC2 Auto Scaling launch template with new Amazon Machine Images (AMIs) for each environment The CloudFormation update for the new AMIs is successful in the test environment but the update fails in the production environment. What are the possible causes of the CloudFormation update failure in the production environment? (Select TWO ),The new AMIs do not fulfill the specified conditions in the CloudFormation template,The service quota for the number of EC2 vCPUs in the AWS Region has been exceeded. .,The security group that is specified in the CloudFormation template does not exist,CloudFormation does not recognize the template change as an update,,AB,
1550,615,A user wants to identify any security group that is allowing unrestricted incoming SSH traffic Which AWS service can be used to accomplish this goal?,Amazon Cognito,AWS Shield,Amazon Macie,AWS Trusted Advisor,,D,
1387,616,Users are reporting latency when connecting to an website with a global customer base. Which AWS service will following can an AWS customer use to launch educing latency?,Amazon CloudFront,AWS Direct Connect,Amazon EC2 Auto Scaling,AWS Transit Gateway,,A,
1813,617,A company has an application where reading objects from Amazon S3 is based on the type of user. The user types are registered user and guest user. The company has 25.000 users and is growing. Information is pulled from an S3 bucket depending on the user type. Which approaches are recommended to provide access to both user types? (Select TWO.),Provide a different access key and secret access key in the application code for registered users and guest users to provide read access to the objects.,Use S3 bucket policies to restrict read access to specific IAM users,Use Amazon Cognito to provide access using authenticated and unauthenticated roles,Create a new 1AM user for each user and grant read access,,CE,
1814,618,A developer must extend an existing application that is based on the AWS Serverless Application Model (AWS SAM) The developer has used the AWS SAM CLI to create the project. The project contains different AWS Lambda functions. Which combination of commands must the developer use to redeploy the AWS SAM application? (Select TWO.),sam mit,sam validate,sam build,sam deploy,,CD,
1560,619,A user deploys an Amazon RDS DB instance in multiple Availability Zones This strategy involves which pillar of the AWS Well-Architected Framework?,Performance efficiency,Reliability,Cost optimization,Security,,B,
1273,620,A security officer wants a list of any potential vulnerabilities in Amazon EC2 security groups. Which AWS service should the officer use?,Amazon GuardDuty,AWS Trusted Advisor,AWS CloudTrail,AWS Artifact,,A,
1827,621,A developer creates an AWS Lambda function to publish a message to an Amazon Simple Notification Service (Amazon SNS) topic All message content must be encrypted in transit and at rest between Lambda and Amazon SNS. A part of the Lambda execution role is as follows: Which combination of steps should the developer take to meet these requirements'? (Select TWO.),Enable server-side encryption on the SNS topic,"Add a Deny statement to the Lambda execution role Specify the SNS topic ARN as the resource Specify ""aws.SecureTransport"" ""true"" as the condition.",Create a VPC endpoint for Amazon SNS,"Add a StringEquals condition of ""sns Protocol"" ""https"" to the Lambda execution role",,AE,
1562,622,"A company has a workload that requires data to be collected, analyzed and stored on premises The company wants to extend the use of AWS services to run on premises with access to the company network and the company's VPC. Which AWS service meets this requirement?",AWS Outposts,AWS Storage Gateway,AWS Direct Connect,AWS Snowball,,B,
1563,623,Which AWS feature grants temporary access to specific AWS resources?,AWS IAM Access Analyzer,Service control policies (SCPs),Access control lists (ACLs),IAM roles,,A,
1644,624,Which AWS services or features enable a user to establish a network connection from on premises to the AWS Cloud?,AWS Direct Connect,AWS Snowball,Amazon S3,VPN connection,,A,
1722,625,A global company has a large number of AWS accounts. The company needs central management of billing and security policies across accounts. Which AWS service or feature will meet these requirements?,AWS Config,AWS Organizations,IAM groups,AWS Trusted Advisor,,B,
1402,626,Which AWS service requires the customer to patch the guest operating system?,AWS Lambda,Amazon Elasticsearch Service (Amazon ES),Amazon EC2,Amazon ElastiCache,,C,
1830,627,A developer is making changes to a custom application that uses AWS Elastic Beanstalk. Which solutions will update the Elastic Beanstalk environment with the new application version after the developer completes the changes? (Select TWO/),Package the application code into a zip file. Use the AWS Management Console to upload the .zip file and deploy the packaged application.,Package the application code into a tar file Use the AWS Management Console to create a new application version from the tar file. Update the environment by using the AWS CLI.,Package the application code into a tar file Use the AWS Management Console to upload the tar file and deploy the packaged application,Package the application code into a zip file Use the AWS CLI to create a new application version from the zip file and to update the environment,,AD,
1811,628,"A developer has a legacy application that is hosted on-premises Other applications hosted on AWS depend on the on-premises application for proper functioning In case of any application errors, the developer wants to be able to use Amazon CloudWatch to monitor and troubleshoot all applications from one place. How can the developer accomplish this?",Install an AWS SDK on the on-premises server to automatically send logs to CloudWatch.,Download the CloudWatch agent to the on-premises server Configure the agent to use I AM user credentials with permissions for CloudWatch,Upload log files from the on-premises server to Amazon S3 and have CloudWatch read the files.,Upload log files from the on-premises server to an Amazon EC2 instance and have the instance forward the logs to CloudWatch,,B,
1688,629,An Elastic Load Balancer allows the distribution of web traffic across multiple:,AWS Regions.,Availability Zones.,Dedicated Hosts,Amazon S3 buckets.,,B,
1376,630,How can users protect against distributed denial of service (DDoS) attacks in the AWS Cloud?,Use Amazon CloudWatch monitoring.,Configure a firewall.,Use Amazon Redshift,Monitor AWS CloudTrail logging,,B,
1839,631,A developer has created a Java application that runs on AWS Elastic Beanstalk with the default Elastic Beanstalk instance profile. The developer needs to visualize a map of the application's interactions with AWS services to help identify and debug issues with the application Which combination of steps should the developer take to meet this requirement with the LEAST operational effort? (Select TWO.),Instrument the code by using the AWS X-Ray software development kit (SDK) for Java,Create an Elastic Beanstalk configuration file to download and install the AWS X-Ray daemon on the underlying Amazon FC2 instances,Enable the AWS X-Ray daemon in the Elastic Beanstalk console,Enable Elastic Beanstalk enhanced health reporting,,BC,
1698,632,Which phrase describes agility as a benefit of building in the AWS Cloud?,"The ability to pay only when computing resources are consumed, based on the volume of resources that are consumed",The ability to eliminate guessing about infrastructure capacity needs,The ability to support innovation through a reduction in the time that is required to make IT resources available to developers,The ability to deploy an application in multiple AWS Regions around the world in minutes,,C,
1855,633,"A company wants to migrate an existing on-premises web application to AWS. The existing technology stacks consist of configuration files, application code that connects to a MySQL database by using a language-specific MySQL API, and a source code repository that holds configuration files and program code A developer uses an Amazon RDS for MySQL DB instance as the target database The developer uses a container as the compute engine for the web application program code The developer wants to configure the database connection from the web application code to the new RDS for MySQL DB instance without refactoring the existing code The developer also must maximize security for the storage of the database user name and password pair that the application code uses Which combination of steps should the developer take to meet these requirements? (Select TWO )",Use the RDS software development kit (SDK) to construct a database client.,Keep the existing database connectivity API code unchanged Change the database connection string URL to the endpoint of the RDS for MySQL DB instance,Store the database's user name and password pair in the configuration files,Use AWS Secrets Manager to store the database's user name and password pair Use the GetSecretValue API operation to retrieve the user name and password pair when the application makes MySQL DB API calls,,BD,
1856,634,Which of the following security resources are supplied by AWS? (Select TWO.),Trusted Advisor checks,Service intrusion metrics,Penetration testing,Educational webinars,,AC,
1241,635,Which AWS service helps users create three-dimensional applications quickly without requiring any specialized programming or three-dimensional graphics expertise?,AWS RoboMaker,Amazon Rekognition,Amazon Sumerian,Amazon GameLift,,B,
1280,636,Which AWS service or feature provides log information of the inbound and outbound traffic on network interfaces in a VPC?,Amazon CloudWatch Logs,AWS CloudTrail,VPC Flow Logs,AWS Identity and Access Management (IAM),,C,
1461,637,A company uses Amazon S3 buckets. One of the company’s dependents enabled S3 Cross-Region Replication for those buckets to meet new requirements. The company’s bill for that month was larger than usual. Which AWS service or feature can the company use to confirm that the cost increase was caused by the data replication?,Consolidated billing,Cost Explorer,AWS Pricing Calculator,AWS Trusted Advisor,,B,
1674,638,An online retail company recently deployed a production web application. The system administrator needs to block common attack patterns such as SQL injection and cross-site scripting. Which AWS service should the administrator use to address these concerns?,AWS WAF,Amazon VPC,Amazon GuardDuty,Amazon CloudWatch,,A,
1333,639,"Which service is an AWS-managed Hadoop framework that makes it easy, fast, and cost-effective to process large amounts of data across dynamically scalable Amazon EC2 instances?",Amazon EMR,Amazon EC2,AWS Elastic Beanstalk,Amazon Redshift,,A,
1858,640,What is an IAM best practice for AWS account root user access keys?,"Delete all root user access keys, if possible",Use root user credentials to access sensitive information stored on AWS,Allow the system administrator group to use the root users credentials for daily access,Use root user credentials to access production database instances,,B,
1243,641,A company uses AWS Direct Conned and wants to establish connectivity that spans VPCs across multiple AWS Regions. Which AWS service or feature should the company use to meet these requirements?,AWS Transit Gateway,AWS PrivateLink,Amazon Connect,Amazon Route 53,,C,
1470,642,Using Amazon Elastic Container Service (Amazon ECS) to break down a monolithic architecture into microservices is an example of:,a loosely coupled architecture,a tightly coupled architecture,a stateless architecture,a stateful architecture,,A,
1650,643,"A company has a serverless application that includes an Amazon API Gateway DynamoDB database a function, and an Amazon Which AWS service can the company use to trace user requests as they move through the application s components ?",AWS CloudTrail,Amazon CloudWatch,Amazon Inspector,AWS X-Ray,,A,
1407,644,How can a company maximize its application uptime in the AWS Cloud?,Deploy multiple copies of the application in different Availability Zones in the same subnet. Fail over with Amazon Route 53.,Deploy multiple copies of the application across multiple Availability Zones within a VP,Deploy the application to a single Availability Zone and fall back to a static page if the application is unavailable.,Deploy multiple copies of the application across multiple Availability Zones and load balance across each Availability Zone for automatic failover,,D,
1359,645,Which is a recommended pattern for designing a highly available architecture on AWS?,Ensure that components have low-latency network connectivity.,Run enough Amazon EC2 instances to operate at peak load.,Ensure that the application is designed to accommodate failure of any single component.,Use a monolithic application that handles all operations.,,C,
1313,646,A company wants to implement an automated security assessment of the scanty and network accessibility of its Amazon EC2 instances. Which AWS service can be used To accomplish this?,Amazon Inspector,AWSConfig,AWS Trusted Advisor,Amazon GuardDuty,,D,
1730,647,"According to the AWS shared responsibility model, which task is the responsibility of AWS for workloads running on Amazon EC2?",Updating the physical hardware,Updating the operating system,Updating the database engine,Updating the user data,,A,
1857,648,Which controls does the customer fully if inherit from AWS on AWS in the AWS shared responsibility model?,Patch management controls,Awareness and training controls,Physical and environmental controls,Configuration management controls,,D,
1346,649,"Which AWS service or tool simplifies the creation, maintenance, validation, sharing and deployment of Linux or Windows Server templates for use with Amazon EC2 and on premises VMs?",AWS CodePipeline,Amazon EC2 Image Builder,AWS CloudFormation,Amazon EC2 Amazon Machine Image (AMI),,B,
1348,650,Which amazon S3 storage class allows users to store data backups for long periods of time at the LOWEST cost?,S3 Standard -infrequent Access (S3 Standard IA),S3 Standard,S3 Glacier,S3 One Zone Infrequent Access (S3 One Zone IA),,C,
1383,651,Which AWS service should be used to monitor Amazon EC2 instances for CPU and network utilization?,Amazon Inspector,AWS CloudTrail,Amazon CloudWatch,AWS Config,,C,
1298,652,A user needs to quickly deploy a nonrelational database on AWS. The user does not want to manage the underlying hardware or the database software. Which AWS service cart be used to accomplish this?,Amazon RDS,Amazon DynamoDB,Amazon Aurora,Amazon Redshift,,B,
1384,653,"Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?",Amazon CloudWatch,AWS CloudTrail,AWS Config,AWS Health,,B,
1732,654,A company needs to generate reports that will describe its usage of Amazon EC2 Reserved Instances across AWS accounts for the past month. Which AWS service or tool can the company use to meet this requirement?,AWS Organizations,Amazon S3,Cost Explorer,Amazon EC2 dashboard,,C,
1628,655,Which AWS service can a company use to manage encryption keys in the cloud?,AWS License Manager,AWS Certificate Manager (ACM),AWS CloudHSM,AWS Directory Service,,C,
1754,656,What is a benefit of using AWS Auto Scaling?,Pay-as-you-go pricing is only available for the use of AWS Auto Scaling.,AWS Auto Scaling is billed based on the duration of a given event.,Users only pay for the AWS resources that are deployed with AWS Auto Scaling.,Bulk discount pricing is automatically applied to AWS Auto Scaling usage.,,C,
1718,657,"According to the AWS shared responsibility model, the customer is responsible for applying the latest security updates and patches for which of the following?",Amazon DynamoDB,Amazon EC2 instances,Amazon RDS instances,Amazon S3,,B,
1719,658,"A company has existing software licenses that it wants to bring to AWS, but the licensing model requires licensing physical cores. How can the company meet this requirement in the AWS Cloud?",Launch an Amazon EC2 instance with default tenancy.,Launch an Amazon EC2 instance on a Dedicated Host.,Create an On-Demand Capacity Reservation.,Purchase Dedicated Reserved Instances.,,B,
1326,659,Which AWS service provides a report that enables users to assess AWS infrastructure compliance?,AWS Certificate Manager (ACM),Amazon DocumentDB (with MongoDB compatibility),AWS Artifact,AWS Trusted Advisor,,A,
1479,660,A company hosts a web application on Amazon EC2 instances. The application requires credentials so that it can access other AWS services. Which feature should the company use the provide this access?,IAM users,IAM groups,IAM roles,Multi-factor authentication (MFA),,D,
1409,661,Which service's PRIMARY purpose is software version control?,Amazon CodeStar,AWS Command Line Interface (AWS CLI),Amazon Cognito,AWS CodeCommit,,D,
1354,662,Which AWS service will track user activity on AWS?,Amazon GuardDuty,AWS Trusted Advisor,AWS CloudTrail,Amazon CloudWatch,,C,
1428,663,Which AWS service can help a company detect an outage of its website servers and redirect users to alternate servers?,Amazon CloudFront,Amazon GuardDuty,Amazon Route 53,AWS Trusted Advisor,,C,
1569,664,"A user is comparing purchase options for an application that runs on Amazon EC2 and Amazon RDS. The application cannot sustain any interruption The application experiences a predictable amount of usage, including some seasonal spikes that last only a few weeks at a time It is not possible to modify the application. Which purchase option meets these requirements MOST cost-effectively?",Review the AWS Marketplace and buy Partial Upfront Reserved Instances to cover the predicted and seasonal load,Buy Reserved Instances for the predicted amount of usage throughout the year Allow any seasonal usage to run on Spot Instances.,Buy Reserved Instances for the predicted amount of usage throughout the year Allow any seasonal usage to run at an On-Demand rate.,Buy Reserved Instances to cover all potential usage that results from the seasonal usage,,C,
1462,665,A company wants to ensure that two Amazon EC2 instances are in separate data centers with minimal communication latency between the data centers. How can the company meet this requirement?,Place the EC2 instances in two separate AWS Regions connected with a VPC peering connection,Place the EC2 instances in two separate Availability Zones within the same AWS Region,Place one EC2 instance on premises and the other in an AWS Region. Then connect them by using an AWS VPN,Place both EC2 instances in a placement group for dedicated bandwidth,,B,
1339,666,Which of the following allows an application running on an Amazon EC2 instance to securely write data to an Amazon S3 bucket without using long term credentials?,Amazon Cognito,AWS Shield,AWS IAM role,AWS IAM user access key,,C,
1684,667,Which AWS service provides the capability to view end-to-end performance metrics and troubleshoot distributed applications?,AWS Cloud9,AWS CodeStar,AWS Cloud Map,AWS X-Ray,,C,
1396,668,A company needs to allocate AWS costs across three different departments running in a single VPC. Each department has a number of Amazon EC2 instances dedicated to the applications that are specific to the given department. How can the costs be allocated across the three departments?,"Have each department tag their resources, then run a cost allocation report.",Create an AWS IAM account with billing access and use the AWS CLI to view EC2 instance use statistics.,Enable billing alerts through Amazon CloudWatch,Configure three VPCs. allocating one tor each department,,A,
1397,669,A company wants to deploy its application on AWS by using Amazon EC2 instances. The application has flexible start times and end times. The application also can be restarted if necessary. Which instance purchasing option is the MOST cost-effective for this use case?,Savings Plans,Reserved Instances,Spot Instances,On-Demand Instances,,C,
1302,670,What AWS billing support resource is available to all support levels?,AWS Support concierge,AWS Customer Service,AWS technical account manager,AWS Business Support,,B,
1286,671,What is a value proposition of the AWS Cloud?,AWS is responsible for security in the AWS Cloud,No long-term contract is required,Provision new servers in days,AWS manages user applications in the AWS Cloud,,B,
1447,672,"An external auditor has requested that a company provide a list of all its IAM users, including the status of users’ credentials and access keys. What is the SIMPLEST way to provide this information?","Create an IAM user account for the auditor, granting the auditor administrator permissions","take a screenshot of each user’s page in the AWS Management Console, then provide the screenshots to the auditor","Download the IAM credential report, then provide the report to the auditor","Download the AWS Trusted Advisor report, then provide the report to the auditor",,C,
1526,673,"Which AWS service or tool allows users to visualize, understand, and manage AWS costs and usage over time?",AWS Budgets,AWS Trusted Advisor,AWS CloudTrail,Cost Explorer,,D,
1450,674,"A company is expecting a short-term spike in internet traffic for its application. During the traffic increase, the application cannot be interrupted. The company also needs to minimize cost and maximize flexibility. Which Amazon EC2 instance type should the company use to meet these requirements?",On-Demand Instances,Spot Instances,Reserved Instances,Dedicated Hosts,,A,
1822,675,"A developer needs to migrate an application from on premises to AWS. The application is written m PHP, uses a MySQL database, and has a small number of users. The application receives a significant load for 1 week each month The developer must minimize the cost of migrating and running the application Which solution will meet these requirements?",Migrate the database to an Amazon Aurora single-instance cluster Deploy the application on Amazon EC2 instances that are in an Auto Scaling group behind an Application Load Balancer Set the Auto Scaling group's minimum capacity to 1 Set up an Amazon ElastiCache for Memcached instance for sessions.,"Redevelop the application to use serverless capabilities that include AWS Lambda. Amazon API Gateway, and Amazon Aurora Serverless Run the application code by using the standard Lambda PHP runtime environment Migrate the database to Aurora Serverless",Migrate the database to an Amazon Aurora single-instance cluster Deploy the application on Amazon EC2 instances that are in an Auto Scaling group behind an Application Load Balancer (ALB) Set the Auto Scaling group's minimum capacity to 1 Enable session affinity (sticky sessions) on the ALB,Migrate the application to an Amazon Aurora two-instance cluster. Deploy the application on Amazon EC2 instances that are in an Auto Scaling group behind an Application Load Balancer Set the Auto Scaling group's minimum capacity to 2 Set up an Amazon ElastiCache for Memcached twoinstance cluster.,,C,
1505,676,A company is building an application that needs to deliver images and videos globally with minimal latency. Which approach can the company use to accomplish this in a cost effective manner?,Deliver the content through Amazon CloudFront,Store the content on Amazon S3 and enable S3 cross-region replication,Implement a VPN across multiple AWS Regions,Deliver the content through AWS PrivateLink,,A,
1591,677,Which action will provide documentation to help a company evaluate whether its use of the AWS Cloud is compliant with local regulatory standards?,Running Amazon GuardDuty,Using AWS Artifact,Creating an AWS Support ticket,Evaluating AWS CloudTrail logs,,B,
1574,678,A company wants to integrate its online shopping website with social media login credentials Which AWS service can the company use to make this integration?,AWS Directory Service,AWS Identity and Access Management (IAM),Amazon Cognito,AWS Single Sign-On,,C,
1594,679,A developer needs to access AWS resources from the AWS CLI. Which feature in AWS Identity and Access Management (IAM) can the developer use for authentication?,IAM access keys,IAM policy,IAM role,Account password policy,,A,
1717,680,"A company deployed an Amazon EC2 instance last week. A developer realizes that the EC2 instance is no longer running. The developer reviews a list of provisioned EC2 instances, and the EC2 instance is no longer on the list. What can the developer do to generate a recent history of the EC2 instance?",Run Cost Explorer to identify the start time and end time of the EC2 instance.,Use Amazon Inspector to find out when the EC2 instance was stopped.,Perform a search in AWS CloudTrail to find all EC2 instance-related events.,Use AWS Secrets Manager to display hidden termination logs of the EC2 instance.,,C,
1258,681,How can a company reduce its Total Cost of Ownership (TCO) using AWS?,By minimizing large capital expenditures,By having no responsibility for third-party license costs,By having no operational expenditures,By having AWS manage applications,,A,
1259,682,A user has an AWS account with a Business-level AWS Support plan and needs assistance with handling a production service disruption. Which action should the user take?,Contact the dedicated AWS technical account manager (TAM),Contact the dedicated AWS Concierge Support team,Open a business-critical system down support case,Open a production system down support case,,C,
1710,683,"A company is running a key-value NoSQL workload on Amazon EC2 instances and needs to have scalability, failover protection, and backup capabilities. What is the MOST operationally efficient way to meet these requirements?",Add additional EC2 instances to the database cluster.,Run an identical copy of the database in a second Availability Zone.,Migrate the database lo Amazon DynamoD,Migrate to a relational database.,,C,
1741,684,How does the AWS Cloud pricing model differ from the traditional on-premises storage pricing model?,AWS resources do not incur costs,There are no Infrastructure operating costs,There are no upfront cost commitments,There are no software licensing costs,,C,
1785,685,What is a benefit of using an Elastic Load Balancer (ELB) with applications running in the AWS Cloud?,An ELB will automatically scale resources to meet capacity needs.,An ELB can balance traffic across multiple compute resources.,An ELB can span multiple AWS Regions.,An ELB can balance traffic between multiple internet gateways.,,B,
1474,686,Which AWS service or resource helps on-premises applications connect to AWS Cloud-based storage and caches the data locally for low-latency access?,AWS Direct Connect,AWS Storage Gateway,Amazon S3,AWS Snowball Edge,,B,
1377,687,What is an Availability Zone in AWS?,One or more physical data centers,A completely isolated geographic location,One or more edge locations based around the world,A data center location with a single source of power and networking,,A,
1329,688,"To optimize costs and resource usage, a company needs to monitor the operational health of its entire system of AWS Cloud resources. Which AWS service will meet these requirements?",AWS Organizations,Amazon CloudWatch,AWS CloudTrail,AWS Config,,B,
1790,689,A company is planning to migrate an important production workload to the AWS Cloud. The company needs an AWS Support plan that offers a response time of less than 15 minutes lo businesscritical issues Which AWS Support plan aligns with this requirement?,AWS Basic Support,AWS Developer Support,AWS Business Support,AWS Enterprise Support,,B,
1537,690,A company recently migrated data from on premises to Amazon Aurora. How does the AWS shared responsibility model apply to this use case?,AWS is responsible for the physical infrastructure on which the company's data resides. The company is responsible for everything else.,"AWS is responsible for installing the database application, updating the operating system, and performing maintenance",The company is responsible for updating the operating system and performing software maintenance,The company is responsible for the security of the hardware on which the database resides,,B,
1246,691,Which AWS service enables risk auditing of an AWS account by tracking and recording user actions and source IP addresses?,AWS X-Ray,AWS Shield,AWS Trusted Advisor,AWS CloudTrail,,D,
